linea,tren_id,sentido,unidad,estacion,dist_km,hora_min
L2,L2-CC->CW-20075,CC->CW,SFE 7,Cristo Redentor,24.203,1068.67
L2,L2-CC->CW-20075,CC->CW,SFE 7,Laguna Quiñenco,26.302,1071.17
L2,L2-CC->CW-20075,CC->CW,SFE 7,Laguna Quiñenco,26.302,1071.5
L2,L2-CC->CW-20075,CC->CW,SFE 7,CORONEL,28.4,1074.0
L2,L2-CW->CC-20084,CW->CC,SFE 9,CORONEL,28.4,1034.0
L2,L2-CW->CC-20084,CW->CC,SFE 9,Laguna Quiñenco,26.302,1036.42
L2,L2-CW->CC-20084,CW->CC,SFE 9,Laguna Quiñenco,26.302,1036.75
L2,L2-CW->CC-20084,CW->CC,SFE 9,Cristo Redentor,24.203,1039.17
L2,L2-CW->CC-20084,CW->CC,SFE 9,Cristo Redentor,24.203,1039.5
L2,L2-CW->CC-20084,CW->CC,SFE 9,Huinca,22.524,1041.5
L2,L2-CW->CC-20084,CW->CC,SFE 9,Huinca,22.524,1041.83
L2,L2-CW->CC-20084,CW->CC,SFE 9,Los Canelos,21.125,1043.5
L2,L2-CW->CC-20084,CW->CC,SFE 9,Los Canelos,21.125,1043.83
L2,L2-CW->CC-20084,CW->CC,SFE 9,Hito Galvarino,18.048,1047.5
L2,L2-CW->CC-20084,CW->CC,SFE 9,Hito Galvarino,18.048,1047.83
L2,L2-CW->CC-20084,CW->CC,SFE 9,Card. Raúl Silva Henriquez,13.151,1053.67
L2,L2-CW->CC-20084,CW->CC,SFE 9,Card. Raúl Silva Henriquez,13.151,1054.0
L2,L2-CW->CC-20084,CW->CC,SFE 9,LOMAS COLORADAS,10.983,1056.58
L2,L2-CW->CC-20084,CW->CC,SFE 9,LOMAS COLORADAS,10.983,1057.08
L2,L2-CW->CC-20084,CW->CC,SFE 9,El Parque,9.614,1059.5
L2,L2-CW->CC-20084,CW->CC,SFE 9,El Parque,9.614,1059.83
L2,L2-CW->CC-20084,CW->CC,SFE 9,Costa Mar,8.339,1062.08
L2,L2-CW->CC-20084,CW->CC,SFE 9,Costa Mar,8.339,1062.5
L2,L2-CW->CC-20084,CW->CC,SFE 9,Alborada,7.442,1064.17
L2,L2-CW->CC-20084,CW->CC,SFE 9,Alborada,7.442,1064.5
L2,L2-CW->CC-20084,CW->CC,SFE 9,Diagonal Bio Bio,5.569,1067.0
L2,L2-CW->CC-20084,CW->CC,SFE 9,Diagonal Bio Bio,5.569,1067.33
L2,L2-CW->CC-20084,CW->CC,SFE 9,Juan Pablo II,3.838,1069.75
L2,L2-CW->CC-20084,CW->CC,SFE 9,Juan Pablo II,3.838,1070.25
L2,L2-CW->CC-20084,CW->CC,SFE 9,CONCEPCIÓN,0.0,1076.0
L2,L2-CC->CW-20077,CC->CW,SFE 4,CONCEPCIÓN,0.0,1044.0
L2,L2-CC->CW-20077,CC->CW,SFE 4,Juan Pablo II,3.838,1049.67
L2,L2-CC->CW-20077,CC->CW,SFE 4,Juan Pablo II,3.838,1050.17
L2,L2-CC->CW-20077,CC->CW,SFE 4,Diagonal Bio Bio,5.569,1052.58
L2,L2-CC->CW-20077,CC->CW,SFE 4,Diagonal Bio Bio,5.569,1052.92
L2,L2-CC->CW-20077,CC->CW,SFE 4,Alborada,7.442,1055.42
L2,L2-CC->CW-20077,CC->CW,SFE 4,Alborada,7.442,1055.75
L2,L2-CC->CW-20077,CC->CW,SFE 4,Costa Mar,8.339,1057.33
L2,L2-CC->CW-20077,CC->CW,SFE 4,Costa Mar,8.339,1057.75
L2,L2-CC->CW-20077,CC->CW,SFE 4,El Parque,9.614,1060.0
L2,L2-CC->CW-20077,CC->CW,SFE 4,El Parque,9.614,1060.33
L2,L2-CC->CW-20077,CC->CW,SFE 4,LOMAS COLORADAS,10.983,1062.75
L2,L2-CC->CW-20077,CC->CW,SFE 4,LOMAS COLORADAS,10.983,1063.25
L2,L2-CC->CW-20077,CC->CW,SFE 4,Card. Raúl Silva Henriquez,13.151,1065.83
L2,L2-CC->CW-20077,CC->CW,SFE 4,Card. Raúl Silva Henriquez,13.151,1066.17
L2,L2-CC->CW-20077,CC->CW,SFE 4,Hito Galvarino,18.048,1072.0
L2,L2-CC->CW-20077,CC->CW,SFE 4,Hito Galvarino,18.048,1072.33
L2,L2-CC->CW-20077,CC->CW,SFE 4,Los Canelos,21.125,1076.0
L2,L2-CC->CW-20077,CC->CW,SFE 4,Los Canelos,21.125,1076.33
L2,L2-CC->CW-20077,CC->CW,SFE 4,Huinca,22.524,1078.0
L2,L2-CC->CW-20077,CC->CW,SFE 4,Huinca,22.524,1078.33
L2,L2-CC->CW-20077,CC->CW,SFE 4,Cristo Redentor,24.203,1080.33
L2,L2-CC->CW-20077,CC->CW,SFE 4,Cristo Redentor,24.203,1080.67
L2,L2-CC->CW-20077,CC->CW,SFE 4,Laguna Quiñenco,26.302,1083.17
L2,L2-CC->CW-20077,CC->CW,SFE 4,Laguna Quiñenco,26.302,1083.5
L2,L2-CC->CW-20077,CC->CW,SFE 4,CORONEL,28.4,1086.0
L2,L2-CW->CC-20086,CW->CC,SFE 2,CORONEL,28.4,1046.0
L2,L2-CW->CC-20086,CW->CC,SFE 2,Laguna Quiñenco,26.302,1048.42
L2,L2-CW->CC-20086,CW->CC,SFE 2,Laguna Quiñenco,26.302,1048.75
L2,L2-CW->CC-20086,CW->CC,SFE 2,Cristo Redentor,24.203,1051.17
L2,L2-CW->CC-20086,CW->CC,SFE 2,Cristo Redentor,24.203,1051.5
L2,L2-CW->CC-20086,CW->CC,SFE 2,Huinca,22.524,1053.5
L2,L2-CW->CC-20086,CW->CC,SFE 2,Huinca,22.524,1053.83
L2,L2-CW->CC-20086,CW->CC,SFE 2,Los Canelos,21.125,1055.5
L2,L2-CW->CC-20086,CW->CC,SFE 2,Los Canelos,21.125,1055.83
L2,L2-CW->CC-20086,CW->CC,SFE 2,Hito Galvarino,18.048,1059.5
L2,L2-CW->CC-20086,CW->CC,SFE 2,Hito Galvarino,18.048,1059.83
L2,L2-CW->CC-20086,CW->CC,SFE 2,Card. Raúl Silva Henriquez,13.151,1065.67
L2,L2-CW->CC-20086,CW->CC,SFE 2,Card. Raúl Silva Henriquez,13.151,1066.0
L2,L2-CW->CC-20086,CW->CC,SFE 2,LOMAS COLORADAS,10.983,1068.58
L2,L2-CW->CC-20086,CW->CC,SFE 2,LOMAS COLORADAS,10.983,1069.08
L2,L2-CW->CC-20086,CW->CC,SFE 2,El Parque,9.614,1071.5
L2,L2-CW->CC-20086,CW->CC,SFE 2,El Parque,9.614,1071.83
L2,L2-CW->CC-20086,CW->CC,SFE 2,Costa Mar,8.339,1074.08
L2,L2-CW->CC-20086,CW->CC,SFE 2,Costa Mar,8.339,1074.5
L2,L2-CW->CC-20086,CW->CC,SFE 2,Alborada,7.442,1076.17
L2,L2-CW->CC-20086,CW->CC,SFE 2,Alborada,7.442,1076.5
L2,L2-CW->CC-20086,CW->CC,SFE 2,Diagonal Bio Bio,5.569,1079.0
L2,L2-CW->CC-20086,CW->CC,SFE 2,Diagonal Bio Bio,5.569,1079.33
L2,L2-CW->CC-20086,CW->CC,SFE 2,Juan Pablo II,3.838,1081.75
L2,L2-CW->CC-20086,CW->CC,SFE 2,Juan Pablo II,3.838,1082.25
L2,L2-CW->CC-20086,CW->CC,SFE 2,CONCEPCIÓN,0.0,1088.0
L2,L2-CC->CW-20079,CC->CW,SFE 8,CONCEPCIÓN,0.0,1056.0
L2,L2-CC->CW-20079,CC->CW,SFE 8,Juan Pablo II,3.838,1061.67
L2,L2-CC->CW-20079,CC->CW,SFE 8,Juan Pablo II,3.838,1062.17
L2,L2-CC->CW-20079,CC->CW,SFE 8,Diagonal Bio Bio,5.569,1064.58
L2,L2-CC->CW-20079,CC->CW,SFE 8,Diagonal Bio Bio,5.569,1064.92
L2,L2-CC->CW-20079,CC->CW,SFE 8,Alborada,7.442,1067.42
L2,L2-CC->CW-20079,CC->CW,SFE 8,Alborada,7.442,1067.75
L2,L2-CC->CW-20079,CC->CW,SFE 8,Costa Mar,8.339,1069.33
L2,L2-CC->CW-20079,CC->CW,SFE 8,Costa Mar,8.339,1069.75
L2,L2-CC->CW-20079,CC->CW,SFE 8,El Parque,9.614,1072.0
L2,L2-CC->CW-20079,CC->CW,SFE 8,El Parque,9.614,1072.33
L2,L2-CC->CW-20079,CC->CW,SFE 8,LOMAS COLORADAS,10.983,1074.75
L2,L2-CC->CW-20079,CC->CW,SFE 8,LOMAS COLORADAS,10.983,1075.25
L2,L2-CC->CW-20079,CC->CW,SFE 8,Card. Raúl Silva Henriquez,13.151,1077.83
L2,L2-CC->CW-20079,CC->CW,SFE 8,Card. Raúl Silva Henriquez,13.151,1078.17
L2,L2-CC->CW-20079,CC->CW,SFE 8,Hito Galvarino,18.048,1084.0
L2,L2-CC->CW-20079,CC->CW,SFE 8,Hito Galvarino,18.048,1084.33
L2,L2-CC->CW-20079,CC->CW,SFE 8,Los Canelos,21.125,1088.0
L2,L2-CC->CW-20079,CC->CW,SFE 8,Los Canelos,21.125,1088.33
L2,L2-CC->CW-20079,CC->CW,SFE 8,Huinca,22.524,1090.0
L2,L2-CC->CW-20079,CC->CW,SFE 8,Huinca,22.524,1090.33
L2,L2-CC->CW-20079,CC->CW,SFE 8,Cristo Redentor,24.203,1092.33
L2,L2-CC->CW-20079,CC->CW,SFE 8,Cristo Redentor,24.203,1092.67
L2,L2-CC->CW-20079,CC->CW,SFE 8,Laguna Quiñenco,26.302,1095.17
L2,L2-CC->CW-20079,CC->CW,SFE 8,Laguna Quiñenco,26.302,1095.5
L2,L2-CC->CW-20079,CC->CW,SFE 8,CORONEL,28.4,1098.0
L2,L2-CW->CC-20088,CW->CC,SFE 5,CORONEL,28.4,1058.0
L2,L2-CW->CC-20088,CW->CC,SFE 5,Laguna Quiñenco,26.302,1060.42
L2,L2-CW->CC-20088,CW->CC,SFE 5,Laguna Quiñenco,26.302,1060.75
L2,L2-CW->CC-20088,CW->CC,SFE 5,Cristo Redentor,24.203,1063.17
L2,L2-CW->CC-20088,CW->CC,SFE 5,Cristo Redentor,24.203,1063.5
L2,L2-CW->CC-20088,CW->CC,SFE 5,Huinca,22.524,1065.5
L2,L2-CW->CC-20088,CW->CC,SFE 5,Huinca,22.524,1065.83
L2,L2-CW->CC-20088,CW->CC,SFE 5,Los Canelos,21.125,1067.5
L2,L2-CW->CC-20088,CW->CC,SFE 5,Los Canelos,21.125,1067.83
L2,L2-CW->CC-20088,CW->CC,SFE 5,Hito Galvarino,18.048,1071.5
L2,L2-CW->CC-20088,CW->CC,SFE 5,Hito Galvarino,18.048,1071.83
L2,L2-CW->CC-20088,CW->CC,SFE 5,Card. Raúl Silva Henriquez,13.151,1077.67
L2,L2-CW->CC-20088,CW->CC,SFE 5,Card. Raúl Silva Henriquez,13.151,1078.0
L2,L2-CW->CC-20088,CW->CC,SFE 5,LOMAS COLORADAS,10.983,1080.58
L2,L2-CW->CC-20088,CW->CC,SFE 5,LOMAS COLORADAS,10.983,1081.08
L2,L2-CW->CC-20088,CW->CC,SFE 5,El Parque,9.614,1083.5
L2,L2-CW->CC-20088,CW->CC,SFE 5,El Parque,9.614,1083.83
L2,L2-CW->CC-20088,CW->CC,SFE 5,Costa Mar,8.339,1086.08
L2,L2-CW->CC-20088,CW->CC,SFE 5,Costa Mar,8.339,1086.5
L2,L2-CW->CC-20088,CW->CC,SFE 5,Alborada,7.442,1088.17
L2,L2-CW->CC-20088,CW->CC,SFE 5,Alborada,7.442,1088.5
L2,L2-CW->CC-20088,CW->CC,SFE 5,Diagonal Bio Bio,5.569,1091.0
L2,L2-CW->CC-20088,CW->CC,SFE 5,Diagonal Bio Bio,5.569,1091.33
L2,L2-CW->CC-20088,CW->CC,SFE 5,Juan Pablo II,3.838,1093.75
L2,L2-CW->CC-20088,CW->CC,SFE 5,Juan Pablo II,3.838,1094.25
L2,L2-CW->CC-20088,CW->CC,SFE 5,CONCEPCIÓN,0.0,1100.0
L2,L2-CC->CW-20083,CC->CW,SFE 3,CONCEPCIÓN,0.0,1068.0
L2,L2-CC->CW-20083,CC->CW,SFE 3,Juan Pablo II,3.838,1073.67
L2,L2-CC->CW-20083,CC->CW,SFE 3,Juan Pablo II,3.838,1074.17
L2,L2-CC->CW-20083,CC->CW,SFE 3,Diagonal Bio Bio,5.569,1076.58
L2,L2-CC->CW-20083,CC->CW,SFE 3,Diagonal Bio Bio,5.569,1076.92
L2,L2-CC->CW-20083,CC->CW,SFE 3,Alborada,7.442,1079.42
L2,L2-CC->CW-20083,CC->CW,SFE 3,Alborada,7.442,1079.75
L2,L2-CC->CW-20083,CC->CW,SFE 3,Costa Mar,8.339,1081.33
L2,L2-CC->CW-20083,CC->CW,SFE 3,Costa Mar,8.339,1081.75
L2,L2-CC->CW-20083,CC->CW,SFE 3,El Parque,9.614,1084.0
L2,L2-CC->CW-20083,CC->CW,SFE 3,El Parque,9.614,1084.33
L2,L2-CC->CW-20083,CC->CW,SFE 3,LOMAS COLORADAS,10.983,1086.75
L2,L2-CC->CW-20083,CC->CW,SFE 3,LOMAS COLORADAS,10.983,1087.25
L2,L2-CC->CW-20083,CC->CW,SFE 3,Card. Raúl Silva Henriquez,13.151,1089.83
L2,L2-CC->CW-20083,CC->CW,SFE 3,Card. Raúl Silva Henriquez,13.151,1090.17
L2,L2-CC->CW-20083,CC->CW,SFE 3,Hito Galvarino,18.048,1096.0
L2,L2-CC->CW-20083,CC->CW,SFE 3,Hito Galvarino,18.048,1096.33
L2,L2-CC->CW-20083,CC->CW,SFE 3,Los Canelos,21.125,1100.0
L2,L2-CC->CW-20083,CC->CW,SFE 3,Los Canelos,21.125,1100.33
L2,L2-CC->CW-20083,CC->CW,SFE 3,Huinca,22.524,1102.0
L2,L2-CC->CW-20083,CC->CW,SFE 3,Huinca,22.524,1102.33
L2,L2-CC->CW-20083,CC->CW,SFE 3,Cristo Redentor,24.203,1104.33
L2,L2-CC->CW-20083,CC->CW,SFE 3,Cristo Redentor,24.203,1104.67
L2,L2-CC->CW-20083,CC->CW,SFE 3,Laguna Quiñenco,26.302,1107.17
L2,L2-CC->CW-20083,CC->CW,SFE 3,Laguna Quiñenco,26.302,1107.5
L2,L2-CC->CW-20083,CC->CW,SFE 3,CORONEL,28.4,1110.0
L2,L2-CW->CC-20090,CW->CC,SFE 1,CORONEL,28.4,1070.0
L2,L2-CW->CC-20090,CW->CC,SFE 1,Laguna Quiñenco,26.302,1072.42
L2,L2-CW->CC-20090,CW->CC,SFE 1,Laguna Quiñenco,26.302,1072.75
L2,L2-CW->CC-20090,CW->CC,SFE 1,Cristo Redentor,24.203,1075.17
L2,L2-CW->CC-20090,CW->CC,SFE 1,Cristo Redentor,24.203,1075.5
L2,L2-CW->CC-20090,CW->CC,SFE 1,Huinca,22.524,1077.5
L2,L2-CW->CC-20090,CW->CC,SFE 1,Huinca,22.524,1077.83
L2,L2-CW->CC-20090,CW->CC,SFE 1,Los Canelos,21.125,1079.5
L2,L2-CW->CC-20090,CW->CC,SFE 1,Los Canelos,21.125,1079.83
L2,L2-CW->CC-20090,CW->CC,SFE 1,Hito Galvarino,18.048,1083.5
L2,L2-CW->CC-20090,CW->CC,SFE 1,Hito Galvarino,18.048,1083.83
L2,L2-CW->CC-20090,CW->CC,SFE 1,Card. Raúl Silva Henriquez,13.151,1089.67
L2,L2-CW->CC-20090,CW->CC,SFE 1,Card. Raúl Silva Henriquez,13.151,1090.0
L2,L2-CW->CC-20090,CW->CC,SFE 1,LOMAS COLORADAS,10.983,1092.58
L2,L2-CW->CC-20090,CW->CC,SFE 1,LOMAS COLORADAS,10.983,1093.08
L2,L2-CW->CC-20090,CW->CC,SFE 1,El Parque,9.614,1095.5
L2,L2-CW->CC-20090,CW->CC,SFE 1,El Parque,9.614,1095.83
L2,L2-CW->CC-20090,CW->CC,SFE 1,Costa Mar,8.339,1098.08
L2,L2-CW->CC-20090,CW->CC,SFE 1,Costa Mar,8.339,1098.5
L2,L2-CW->CC-20090,CW->CC,SFE 1,Alborada,7.442,1100.17
L2,L2-CW->CC-20090,CW->CC,SFE 1,Alborada,7.442,1100.5
L2,L2-CW->CC-20090,CW->CC,SFE 1,Diagonal Bio Bio,5.569,1103.0
L2,L2-CW->CC-20090,CW->CC,SFE 1,Diagonal Bio Bio,5.569,1103.33
L2,L2-CW->CC-20090,CW->CC,SFE 1,Juan Pablo II,3.838,1105.75
L2,L2-CW->CC-20090,CW->CC,SFE 1,Juan Pablo II,3.838,1106.25
L2,L2-CW->CC-20090,CW->CC,SFE 1,CONCEPCIÓN,0.0,1112.0
L2,L2-CC->CW-20085,CC->CW,SFE 9,CONCEPCIÓN,0.0,1080.0
L2,L2-CC->CW-20085,CC->CW,SFE 9,Juan Pablo II,3.838,1085.67
L2,L2-CC->CW-20085,CC->CW,SFE 9,Juan Pablo II,3.838,1086.17
L2,L2-CC->CW-20085,CC->CW,SFE 9,Diagonal Bio Bio,5.569,1088.58
L2,L2-CC->CW-20085,CC->CW,SFE 9,Diagonal Bio Bio,5.569,1088.92
L2,L2-CC->CW-20085,CC->CW,SFE 9,Alborada,7.442,1091.42
L2,L2-CC->CW-20085,CC->CW,SFE 9,Alborada,7.442,1091.75
L2,L2-CC->CW-20085,CC->CW,SFE 9,Costa Mar,8.339,1093.33
L2,L2-CC->CW-20085,CC->CW,SFE 9,Costa Mar,8.339,1093.75
L2,L2-CC->CW-20085,CC->CW,SFE 9,El Parque,9.614,1096.0
L2,L2-CC->CW-20085,CC->CW,SFE 9,El Parque,9.614,1096.33
L2,L2-CC->CW-20085,CC->CW,SFE 9,LOMAS COLORADAS,10.983,1098.75
L2,L2-CC->CW-20085,CC->CW,SFE 9,LOMAS COLORADAS,10.983,1099.25
L2,L2-CC->CW-20085,CC->CW,SFE 9,Card. Raúl Silva Henriquez,13.151,1101.83
L2,L2-CC->CW-20085,CC->CW,SFE 9,Card. Raúl Silva Henriquez,13.151,1102.17
L2,L2-CC->CW-20085,CC->CW,SFE 9,Hito Galvarino,18.048,1108.0
L2,L2-CC->CW-20085,CC->CW,SFE 9,Hito Galvarino,18.048,1108.33
L2,L2-CC->CW-20085,CC->CW,SFE 9,Los Canelos,21.125,1112.0
L2,L2-CC->CW-20085,CC->CW,SFE 9,Los Canelos,21.125,1112.33
L2,L2-CC->CW-20085,CC->CW,SFE 9,Huinca,22.524,1114.0
L2,L2-CC->CW-20085,CC->CW,SFE 9,Huinca,22.524,1114.33
L2,L2-CC->CW-20085,CC->CW,SFE 9,Cristo Redentor,24.203,1116.33
L2,L2-CC->CW-20085,CC->CW,SFE 9,Cristo Redentor,24.203,1116.67
L2,L2-CC->CW-20085,CC->CW,SFE 9,Laguna Quiñenco,26.302,1119.17
L2,L2-CC->CW-20085,CC->CW,SFE 9,Laguna Quiñenco,26.302,1119.5
L2,L2-CC->CW-20085,CC->CW,SFE 9,CORONEL,28.4,1122.0
L2,L2-CW->CC-20092,CW->CC,SFE 7,CORONEL,28.4,1082.0
L2,L2-CW->CC-20092,CW->CC,SFE 7,Laguna Quiñenco,26.302,1084.42
L2,L2-CW->CC-20092,CW->CC,SFE 7,Laguna Quiñenco,26.302,1084.75
L2,L2-CW->CC-20092,CW->CC,SFE 7,Cristo Redentor,24.203,1087.17
L2,L2-CW->CC-20092,CW->CC,SFE 7,Cristo Redentor,24.203,1087.5
L2,L2-CW->CC-20092,CW->CC,SFE 7,Huinca,22.524,1089.5
L2,L2-CW->CC-20092,CW->CC,SFE 7,Huinca,22.524,1089.83
L2,L2-CW->CC-20092,CW->CC,SFE 7,Los Canelos,21.125,1091.5
L2,L2-CW->CC-20092,CW->CC,SFE 7,Los Canelos,21.125,1091.83
L2,L2-CW->CC-20092,CW->CC,SFE 7,Hito Galvarino,18.048,1095.5
L2,L2-CW->CC-20092,CW->CC,SFE 7,Hito Galvarino,18.048,1095.83
L2,L2-CW->CC-20092,CW->CC,SFE 7,Card. Raúl Silva Henriquez,13.151,1101.67
L2,L2-CW->CC-20092,CW->CC,SFE 7,Card. Raúl Silva Henriquez,13.151,1102.0
L2,L2-CW->CC-20092,CW->CC,SFE 7,LOMAS COLORADAS,10.983,1104.58
L2,L2-CW->CC-20092,CW->CC,SFE 7,LOMAS COLORADAS,10.983,1105.08
L2,L2-CW->CC-20092,CW->CC,SFE 7,El Parque,9.614,1107.5
L2,L2-CW->CC-20092,CW->CC,SFE 7,El Parque,9.614,1107.83
L2,L2-CW->CC-20092,CW->CC,SFE 7,Costa Mar,8.339,1110.08
L2,L2-CW->CC-20092,CW->CC,SFE 7,Costa Mar,8.339,1110.5
L2,L2-CW->CC-20092,CW->CC,SFE 7,Alborada,7.442,1112.17
L2,L2-CW->CC-20092,CW->CC,SFE 7,Alborada,7.442,1112.5
L2,L2-CW->CC-20092,CW->CC,SFE 7,Diagonal Bio Bio,5.569,1115.0
L2,L2-CW->CC-20092,CW->CC,SFE 7,Diagonal Bio Bio,5.569,1115.33
L2,L2-CW->CC-20092,CW->CC,SFE 7,Juan Pablo II,3.838,1117.75
L2,L2-CW->CC-20092,CW->CC,SFE 7,Juan Pablo II,3.838,1118.25
L2,L2-CW->CC-20092,CW->CC,SFE 7,CONCEPCIÓN,0.0,1124.0
L2,L2-CC->CW-20087,CC->CW,SFE 2,CONCEPCIÓN,0.0,1092.0
L2,L2-CC->CW-20087,CC->CW,SFE 2,Juan Pablo II,3.838,1097.67
L2,L2-CC->CW-20087,CC->CW,SFE 2,Juan Pablo II,3.838,1098.17
L2,L2-CC->CW-20087,CC->CW,SFE 2,Diagonal Bio Bio,5.569,1100.58
L2,L2-CC->CW-20087,CC->CW,SFE 2,Diagonal Bio Bio,5.569,1100.92
L2,L2-CC->CW-20087,CC->CW,SFE 2,Alborada,7.442,1103.42
L2,L2-CC->CW-20087,CC->CW,SFE 2,Alborada,7.442,1103.75
L2,L2-CC->CW-20087,CC->CW,SFE 2,Costa Mar,8.339,1105.33
L2,L2-CC->CW-20087,CC->CW,SFE 2,Costa Mar,8.339,1105.75
L2,L2-CC->CW-20087,CC->CW,SFE 2,El Parque,9.614,1108.0
L2,L2-CC->CW-20087,CC->CW,SFE 2,El Parque,9.614,1108.33
L2,L2-CC->CW-20087,CC->CW,SFE 2,LOMAS COLORADAS,10.983,1110.75
L2,L2-CC->CW-20087,CC->CW,SFE 2,LOMAS COLORADAS,10.983,1111.25
L2,L2-CC->CW-20087,CC->CW,SFE 2,Card. Raúl Silva Henriquez,13.151,1113.83
L2,L2-CC->CW-20087,CC->CW,SFE 2,Card. Raúl Silva Henriquez,13.151,1114.17
L2,L2-CC->CW-20087,CC->CW,SFE 2,Hito Galvarino,18.048,1120.0
L2,L2-CC->CW-20087,CC->CW,SFE 2,Hito Galvarino,18.048,1120.33
L2,L2-CC->CW-20087,CC->CW,SFE 2,Los Canelos,21.125,1124.0
L2,L2-CC->CW-20087,CC->CW,SFE 2,Los Canelos,21.125,1124.33
L2,L2-CC->CW-20087,CC->CW,SFE 2,Huinca,22.524,1126.0
L2,L2-CC->CW-20087,CC->CW,SFE 2,Huinca,22.524,1126.33
L2,L2-CC->CW-20087,CC->CW,SFE 2,Cristo Redentor,24.203,1128.33
L2,L2-CC->CW-20087,CC->CW,SFE 2,Cristo Redentor,24.203,1128.67
L2,L2-CC->CW-20087,CC->CW,SFE 2,Laguna Quiñenco,26.302,1131.17
L2,L2-CC->CW-20087,CC->CW,SFE 2,Laguna Quiñenco,26.302,1131.5
L2,L2-CC->CW-20087,CC->CW,SFE 2,CORONEL,28.4,1134.0
L2,L2-CW->CC-20094,CW->CC,SFE 4,CORONEL,28.4,1094.0
L2,L2-CW->CC-20094,CW->CC,SFE 4,Laguna Quiñenco,26.302,1096.42
L2,L2-CW->CC-20094,CW->CC,SFE 4,Laguna Quiñenco,26.302,1096.75
L2,L2-CW->CC-20094,CW->CC,SFE 4,Cristo Redentor,24.203,1099.17
L2,L2-CW->CC-20094,CW->CC,SFE 4,Cristo Redentor,24.203,1099.5
L2,L2-CW->CC-20094,CW->CC,SFE 4,Huinca,22.524,1101.5
L2,L2-CW->CC-20094,CW->CC,SFE 4,Huinca,22.524,1101.83
L2,L2-CW->CC-20094,CW->CC,SFE 4,Los Canelos,21.125,1103.5
L2,L2-CW->CC-20094,CW->CC,SFE 4,Los Canelos,21.125,1103.83
L2,L2-CW->CC-20094,CW->CC,SFE 4,Hito Galvarino,18.048,1107.5
L2,L2-CW->CC-20094,CW->CC,SFE 4,Hito Galvarino,18.048,1107.83
L2,L2-CW->CC-20094,CW->CC,SFE 4,Card. Raúl Silva Henriquez,13.151,1113.67
L2,L2-CW->CC-20094,CW->CC,SFE 4,Card. Raúl Silva Henriquez,13.151,1114.0
L2,L2-CW->CC-20094,CW->CC,SFE 4,LOMAS COLORADAS,10.983,1116.58
L2,L2-CW->CC-20094,CW->CC,SFE 4,LOMAS COLORADAS,10.983,1117.08
L2,L2-CW->CC-20094,CW->CC,SFE 4,El Parque,9.614,1119.5
L2,L2-CW->CC-20094,CW->CC,SFE 4,El Parque,9.614,1119.83
L2,L2-CW->CC-20094,CW->CC,SFE 4,Costa Mar,8.339,1122.08
L2,L2-CW->CC-20094,CW->CC,SFE 4,Costa Mar,8.339,1122.5
L2,L2-CW->CC-20094,CW->CC,SFE 4,Alborada,7.442,1124.17
L2,L2-CW->CC-20094,CW->CC,SFE 4,Alborada,7.442,1124.5
L2,L2-CW->CC-20094,CW->CC,SFE 4,Diagonal Bio Bio,5.569,1127.0
L2,L2-CW->CC-20094,CW->CC,SFE 4,Diagonal Bio Bio,5.569,1127.33
L2,L2-CW->CC-20094,CW->CC,SFE 4,Juan Pablo II,3.838,1129.75
L2,L2-CW->CC-20094,CW->CC,SFE 4,Juan Pablo II,3.838,1130.25
L2,L2-CW->CC-20094,CW->CC,SFE 4,CONCEPCIÓN,0.0,1136.0
L2,L2-CC->CW-20089,CC->CW,SFE 5,CONCEPCIÓN,0.0,1104.0
L2,L2-CC->CW-20089,CC->CW,SFE 5,Juan Pablo II,3.838,1109.67
L2,L2-CC->CW-20089,CC->CW,SFE 5,Juan Pablo II,3.838,1110.17
L2,L2-CC->CW-20089,CC->CW,SFE 5,Diagonal Bio Bio,5.569,1112.58
L2,L2-CC->CW-20089,CC->CW,SFE 5,Diagonal Bio Bio,5.569,1112.92
L2,L2-CC->CW-20089,CC->CW,SFE 5,Alborada,7.442,1115.42
L2,L2-CC->CW-20089,CC->CW,SFE 5,Alborada,7.442,1115.75
L2,L2-CC->CW-20089,CC->CW,SFE 5,Costa Mar,8.339,1117.33
L2,L2-CC->CW-20089,CC->CW,SFE 5,Costa Mar,8.339,1117.75
L2,L2-CC->CW-20089,CC->CW,SFE 5,El Parque,9.614,1120.0
L2,L2-CC->CW-20089,CC->CW,SFE 5,El Parque,9.614,1120.33
L2,L2-CC->CW-20089,CC->CW,SFE 5,LOMAS COLORADAS,10.983,1122.75
L2,L2-CC->CW-20089,CC->CW,SFE 5,LOMAS COLORADAS,10.983,1123.25
L2,L2-CC->CW-20089,CC->CW,SFE 5,Card. Raúl Silva Henriquez,13.151,1125.83
L2,L2-CC->CW-20089,CC->CW,SFE 5,Card. Raúl Silva Henriquez,13.151,1126.17
L2,L2-CC->CW-20089,CC->CW,SFE 5,Hito Galvarino,18.048,1132.0
L2,L2-CC->CW-20089,CC->CW,SFE 5,Hito Galvarino,18.048,1132.33
L2,L2-CC->CW-20089,CC->CW,SFE 5,Los Canelos,21.125,1136.0
L2,L2-CC->CW-20089,CC->CW,SFE 5,Los Canelos,21.125,1136.33
L2,L2-CC->CW-20089,CC->CW,SFE 5,Huinca,22.524,1138.0
L2,L2-CC->CW-20089,CC->CW,SFE 5,Huinca,22.524,1138.33
